,time_id,road_id,segment,flow,speed,var_flow_8,var_speed_8,var_space_flow_8,var_space_speed_8,diff_flow_8,diff_speed_8,diff_kalman_flow,diff_kalman_speed,result_flow,is_crash
631,1,1,115,153,33,6.8,10.5,616.5238095,177.5238095,4.5,-1.25,2.5246499,-0.31269189,0.0,0
632,1,1,113,156,11,113.3,2.7,1056.266667,521.4,-14.25,-2.25,-15.4939489,-0.22377321,-219.7323662,1
633,1,3,110,93,66,6.5,10.0,174.352381,4.457142857,3.75,-6.25,1.80376908,-0.15652822,0.0,0
634,0,2,215,91,55,62.8,14.8,3608.677778,15.43333333,4.25,-1.75,3.59685585,2.22281328,0.0,0
635,1,2,103,95,11,262.7,2.8,927.1142857,54.68571429,21.0,0.75,7.23115993,-0.07140961,0.0,0
636,1,4,109,79,8,2611.7,141.2,2073.4,908.1142857,-45.25,-16.0,-6.0489582,0.440244858,-59.73346223,1
637,1,4,115,207,62,374.2,21.7,1736.638095,27.25714286,-7.25,2.75,-7.7940869,2.22477461,0.0,0
638,1,2,108,198,70,98.7,13.7,1935.066667,28.97142857,13.5,-1.0,4.8195804,-0.36165095,0.0,0
639,1,1,114,148,75,239.8,124.3,331.0952381,442.6666667,-3.25,20.75,-3.9700485,1.73548207,0.0,0
640,0,2,218,106,69,42.5,7.3,813.2095238,26.98095238,-10.0,-1.75,-4.3031859,0.0990519,0.0,0
641,1,2,109,238,19,209.3,1.0,1329.428571,167.6952381,-6.75,-1.25,-1.0253164,-0.02325562,0.0,0
642,1,2,111,164,52,29.8,12.5,1471.980952,21.11428571,4.25,-1.25,0.9975231,0.26407639,0.0,0
643,1,4,224,160,67,322.5,8.0,1034.742857,22.83809524,-15.0,3.75,-51.094318,0.52338876,0.0,0
644,0,4,133,22,72,15.7,6.7,38.4952381,6.171428571,-1.5,-4.0,-0.02280659,0.10030212,0.0,0
645,1,5,108,73,68,23.0,6.8,88.35238095,9.095238095,3.75,-3.25,37.02076281,-0.25246904,0.0,0
646,0,4,217,93,79,134.8,1.7,635.2571429,17.82857143,-13.25,-1.0,-130.4224354,-0.03842055,0.0,0
647,1,3,228,54,82,15.7,8.3,893.4095238,1089.638095,8.5,-2.0,3.39196465,-0.23550662,0.0,1
648,1,6,110,156,71,335.3,13.7,335.3,13.7,0.5,1.5,148.1234208,-0.00593394,0.0,0
649,1,2,209,74,14,61.0,1.5,537.6952381,3.552380952,-10.0,0.0,-5.96023703,0.0015214,0.0,0
650,1,1,101,64,11,171.8,14.3,1414.0,13.95555556,-3.0,-2.0,-3.2504399,-0.00762825,0.0,1
651,1,2,112,198,56,117.0,5.7,500.0285714,137.952381,18.75,-1.5,15.7900197,-0.804099,0.0,0
652,1,2,117,133,39,400.8,37.3,1441.314286,328.6,-31.75,3.25,-17.6441272,2.90325813,-60.17099789,0
653,1,2,118,117,71,47.3,6.2,1955.314286,476.9238095,12.0,-2.75,5.6259784,-0.74809775,0.0,0
654,1,4,119,194,44,98.0,1.3,357.6,431.6380952,1.25,-1.75,-0.2282501,-0.2429841,0.0,1
655,1,4,134,92,76,110.3,3.3,1285.52381,233.6,-12.0,-1.75,-2.87515838,-1.91437131,0.0,0
656,1,3,109,100,61,154.7,7.7,259.0952381,317.9809524,-4.75,1.0,-1.6461244,0.46129042,0.0,0
657,1,4,106,220,28,45.7,3.2,1708.266667,70.63809524,7.75,2.25,4.2449332,-0.85130203,0.0,0
658,1,2,113,122,79,127.5,22.3,740.8095238,154.552381,-3.75,5.5,-0.6655312,0.03851592,0.0,0
659,1,4,132,129,66,279.3,11.8,651.2666667,491.1714286,-21.75,-4.25,-15.6148867,0.1904304,0.0,0
660,0,2,111,24,73,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.66486652,0.0,0.0,0
661,1,4,109,197,28,34.7,5.0,259.1238095,381.2666667,1.0,-1.25,1.6212057,0.33170948,0.0,0
662,1,2,113,115,65,39.7,58.0,658.2666667,73.92380952,-6.5,12.5,-1.2135067,0.11270883,0.0,0
663,0,1,116,152,64,158.5,5.3,768.2095238,15.92380952,-8.75,-4.25,-3.9459035,0.05222855,0.0,0
664,0,5,202,61,21,78.3,244.3,256.7809524,365.4095238,-10.75,-22.0,-34.08851906,-0.69329708,0.0,1
665,1,4,111,213,32,1381.3,207.3,1138.542857,624.0285714,34.25,23.25,1.9900868,-0.05380627,0.0,0
666,1,1,206,98,63,46.3,4.8,3686.380952,61.11428571,-2.0,4.5,-1.15465823,1.30286678,0.0,0
667,0,1,107,201,69,141.5,1.3,970.9714286,7.923809524,10.0,2.0,4.0017432,-0.71698162,0.0,0
668,1,6,110,163,70,157.7,2.3,157.7,2.3,16.5,-0.5,118.5487633,-0.28593389,0.0,0
669,0,5,203,76,72,526.3,169.7,317.6666667,251.8380952,-25.75,13.5,23.76935952,4.29799545,0.0,0
670,1,1,106,163,29,113.8,50.5,2411.285714,278.8380952,-17.0,-8.75,-3.9792544,-0.0476955,0.0,0
671,1,6,110,122,75,118.8,2.8,118.8,2.8,-21.75,1.75,101.9803433,0.75444964,0.0,0
672,0,2,109,299,64,125.8,7.8,1925.638095,15.4952381,16.75,-3.25,5.7163216,-0.20096394,0.0,0
673,1,5,209,39,67,16.2,3.2,246.0952381,62.12380952,6.0,-1.0,31.19429189,-0.0387289,0.0,0
674,0,4,114,132,70,171.2,1.3,327.2888889,4.844444444,-17.75,2.0,-12.7259217,0.77200312,0.0,0
675,1,1,111,169,61,225.7,16.8,400.5,25.43333333,-19.0,4.5,-11.182588,1.71887673,0.0,0
676,1,5,108,68,72,110.3,5.5,158.3142857,9.838095238,6.75,2.5,-36.0967785,0.28878031,0.0,0
677,1,6,110,142,71,452.3,1.3,452.3,1.3,-20.5,-1.75,103.885571,-0.34319937,0.0,0
678,1,3,110,97,64,81.7,10.3,535.1142857,30.95238095,-13.5,5.5,-7.6582368,0.23292147,0.0,0
679,1,4,107,237,38,41.3,3.8,687.0666667,137.2095238,3.0,3.0,-0.651784,-1.1872211,0.0,0
680,0,3,233,44,72,10.3,1.7,36.4,13.78888889,-5.5,-1.5,-3.73309031,-0.83973396,0.0,0
681,1,4,134,78,78,388.3,5.8,1483.209524,458.2571429,-20.75,1.75,-4.09439842,1.13064588,0.0,0
682,1,2,110,180,65,81.2,3.3,2898.885714,8.695238095,-12.25,-3.0,-4.3723268,0.10631669,0.0,0
683,1,2,112,132,66,704.7,41.5,408.952381,119.4,31.5,1.25,15.5934723,1.74447577,0.0,0
684,1,6,110,169,71,198.2,2.3,198.2,2.3,17.25,0.75,127.922798,0.36922588,0.0,0
685,0,4,219,81,79,36.0,1.7,198.6380952,8.552380952,6.25,-0.25,-157.6564269,0.01093138,0.0,0
686,1,3,110,113,39,11.3,4.3,445.6952381,50.26666667,-1.75,-2.0,-1.5541215,-0.14758768,0.0,0
687,0,2,107,110,10,26.8,7.3,739.6,710.0666667,-10.5,-3.0,-4.2012917,0.09150161,-46.2142087,0
688,1,4,115,239,59,172.7,4.7,1799.538462,24.53296703,14.0,1.5,11.2841129,0.7447005,0.0,0
689,1,2,115,105,67,41.2,2.5,371.2666667,221.6952381,4.0,-2.5,4.8812902,-1.445193,0.0,0
690,1,3,125,71,68,385.3,29.8,1400.209524,33.55238095,-29.25,5.75,-20.12246846,3.58681711,0.0,0
691,1,6,110,179,63,375.3,34.7,375.3,34.7,-23.25,1.5,154.6583636,0.21076518,0.0,0
692,1,1,109,138,71,139.2,1.3,561.4952381,19.74285714,15.25,0.5,8.9488298,-0.0001822,0.0,0
693,0,4,232,90,74,76.8,1.8,411.352381,8.495238095,-16.75,1.75,-40.8645532,0.0129671,0.0,0
694,1,1,108,126,66,782.2,23.2,1787.095238,471.1714286,-14.75,5.25,2.098317,-0.08153588,0.0,0
695,1,5,103,149,66,101.3,0.8,1495.638095,67.55238095,7.0,-0.75,65.4716576,-0.92871466,0.0,0
696,1,4,112,100,75,90.8,8.2,1154.409524,602.352381,-7.0,-1.0,-3.6053418,0.41729161,0.0,0
697,1,2,110,174,16,92.5,2.2,806.2666667,473.4095238,-7.5,-0.25,-4.1515911,0.05243494,-45.14855321,0
698,0,4,116,11,77,5.7,0.0,16.57142857,0.238095238,4.0,0.0,2.036852744,0.0,0.0,0
699,1,4,106,207,24,61.3,4.7,1349.838095,132.0952381,-1.75,-1.5,-0.6806982,-0.07877273,0.0,0
700,1,4,119,154,73,232.7,4.3,490.7428571,13.02857143,-9.0,3.0,-7.4728751,0.69631513,0.0,0
701,1,4,102,98,80,63.0,2.3,1411.238095,142.6952381,-13.75,1.75,-8.0018777,-6.75e-05,0.0,0
702,1,4,209,177,75,518.0,1.8,1767.257143,10.63809524,-22.5,-0.75,23.170851,0.1588758,0.0,0
703,0,4,114,137,68,453.7,2.2,704.1777778,5.511111111,-24.0,0.25,-16.3764219,0.29062417,0.0,0
704,0,4,133,197,68,503.8,10.7,1423.685714,49.92380952,-41.75,6.5,-20.474658,-0.20070464,-59.31628862,0
705,1,3,207,55,69,29.8,3.3,875.4952381,476.7809524,4.25,0.5,4.00745989,-0.20749353,0.0,0
706,1,3,103,91,17,137.7,2.8,643.9809524,213.9238095,20.25,3.25,15.87287761,-0.0083463,0.0,0
707,1,4,114,265,53,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.2144187,-4.02565547,0.0,0
708,1,4,109,229,37,119.3,12.5,290.7428571,285.0285714,18.0,3.75,5.9740751,-1.17062056,0.0,0
709,0,4,133,36,75,20.7,5.7,63.35238095,7.352380952,-0.25,-1.5,0.46905873,0.11220323,0.0,0
710,1,3,106,97,24,26.8,53.2,869.8285714,207.6952381,2.0,-6.0,1.97551192,0.07242664,0.0,0
711,1,4,111,153,6,25.7,0.7,416.4952381,1025.257143,-7.75,-1.0,-2.5197092,-0.136838794,-64.2525846,1
712,1,6,110,123,76,173.2,4.0,173.2,4.0,-16.5,2.5,106.1151691,0.16251551,0.0,0
713,1,4,112,122,73,86.8,1.5,397.9238095,1108.266667,2.0,-2.5,0.3542148,-1.22214913,0.0,0
714,1,2,112,114,63,595.8,4.3,648.352381,113.552381,-45.75,3.25,-27.5550651,2.0216465,-49.86154637,0
715,1,3,224,89,24,37.3,2.2,276.9714286,46.40952381,4.25,2.25,3.07650772,0.18767296,0.0,0
716,1,4,207,180,64,555.2,2.3,1045.171429,21.66666667,24.0,-3.0,79.4252653,0.0,0.0,0
717,1,2,110,210,33,158.2,58.8,2571.877778,48.32222222,-22.25,-17.0,-6.2708391,0.41834704,0.0,1
718,1,5,108,69,64,94.3,11.5,58.20952381,22.23809524,-4.5,-6.25,-16.97653209,-1.82335545,0.0,0
719,1,4,111,139,6,138.3,4.0,653.2666667,895.552381,-15.5,-2.5,-4.66931,0.556112954,-108.1723483,1
720,1,1,214,138,46,296.3,11.0,2017.028571,92.06666667,-5.75,0.0,-0.9473895,-1.47334123,0.0,0
721,0,1,116,165,69,115.3,5.7,731.4095238,11.20952381,9.5,1.5,5.7698176,-0.05268452,0.0,0
722,1,5,108,71,28,23.3,10.3,37.78095238,678.1238095,-4.25,3.25,-6.95144301,-0.21048155,0.0,0
723,1,6,101,88,61,417.2,5.5,3916.988889,13.21111111,32.75,2.5,60.56457254,1.20642763,0.0,0
724,0,4,107,80,71,2.2,1.8,116.4,17.83809524,2.25,2.0,0.97288219,-0.57994148,0.0,0
725,1,3,107,184,33,17.5,4.5,1940.266667,132.2666667,6.25,-2.5,2.6800948,-0.62317317,0.0,0
726,1,3,112,135,53,168.7,38.2,168.7,38.2,19.75,-4.0,11.4967718,-0.19208839,0.0,0
727,0,4,215,4,83,6.7,0.0,17.45714286,46.66666667,-3.5,0.0,-84.39759144,0.0,0.0,0
728,1,6,110,134,78,234.3,7.8,234.3,7.8,-18.0,5.75,89.27755671,0.95434005,0.0,0
729,1,3,120,95,61,25.2,2.7,440.7428571,221.9238095,-2.25,-1.5,-0.26494385,-0.1695879,0.0,0
730,1,3,110,95,24,32.2,10.3,221.0952381,122.4285714,-4.0,-2.0,-0.31753748,0.07345271,0.0,0
731,1,3,110,122,56,51.3,19.7,377.2571429,36.40952381,10.5,-1.5,6.1912703,-0.15628096,0.0,0
732,1,6,106,160,67,63.2,2.3,1533.122222,22.17777778,-16.5,3.25,8.7772431,2.29634348,0.0,0
733,1,6,104,154,67,195.2,5.5,1530.742857,96.92380952,26.5,-5.0,138.9652205,-0.10043451,0.0,0
734,1,1,205,117,8,189.3,0.5,297.8380952,18.06666667,24.5,0.0,12.4542702,-8.64e-06,0.0,0
735,1,5,106,64,76,17.2,1.7,287.4285714,5.523809524,-6.5,2.25,-28.00840727,0.16517787,0.0,0
736,1,6,110,142,72,139.7,0.3,139.7,0.3,-12.75,0.5,100.7185619,-0.00215014,0.0,0
737,1,2,216,172,14,147.0,3.8,2368.266667,34.20952381,18.75,-1.75,6.2407397,1.53e-06,0.0,0
738,1,2,216,157,18,350.3,11.7,2555.742857,42.57142857,-36.75,-3.5,-21.3568412,0.05811488,-186.2791149,0
739,1,1,208,155,59,262.7,1.3,936.1428571,34.23809524,-23.5,0.5,-11.6735917,-0.47492185,0.0,0
740,1,4,112,136,75,95.2,1.5,308.7428571,1090.066667,16.0,-1.25,10.3071139,0.14689636,0.0,0
741,1,3,108,60,60,24.3,4.7,1966.209524,140.1238095,-10.5,1.5,-7.62176113,0.51480836,0.0,0
742,0,4,133,46,77,122.3,6.5,228.9714286,9.123809524,-13.0,2.5,-4.47246298,-0.31719483,0.0,0
743,1,2,103,152,24,82.3,5.2,1009.066667,8.523809524,12.0,2.75,6.4943112,-0.07130202,0.0,0
744,1,2,111,88,63,1310.7,23.8,2225.638095,57.63809524,-74.75,9.25,-40.6508934,1.16668241,-56.7822003,0
745,1,1,112,172,58,566.7,19.7,3232.885714,28.28571429,30.25,-6.5,16.5828946,-0.87477829,0.0,0
746,1,4,222,178,69,466.2,25.3,548.1238095,83.4952381,19.75,-1.75,-3.0288086,0.09388715,0.0,0
747,1,4,110,182,62,1148.5,43.2,1184.780952,652.4095238,50.0,-12.25,9.9776525,0.30777856,0.0,0
748,1,2,210,78,16,472.2,1.3,1057.828571,21.92380952,-24.0,-2.0,-17.88470568,-0.30728244,-87.18794019,1
749,1,2,106,59,11,8.3,1.7,1571.495238,315.8095238,-2.0,-0.25,-1.75106373,-0.18650928,0.0,0
750,0,1,203,156,73,31.2,1.3,587.4952381,196.3809524,-7.25,0.5,-4.272412,0.00018283,0.0,0
751,1,6,107,188,65,352.2,5.2,995.0952381,12.25714286,12.25,-0.25,45.1733244,-0.28431519,0.0,0
752,1,6,104,138,66,115.2,9.8,1410.52381,80.14285714,-6.0,-3.25,108.2125258,-0.00132418,0.0,0
753,1,1,114,146,64,553.7,39.7,779.8380952,348.0666667,-16.5,11.5,-8.5892373,1.16069531,0.0,0
754,1,6,110,147,71,117.8,14.7,117.8,14.7,20.75,-6.0,85.67641998,-0.99863918,0.0,0
755,1,1,112,119,16,321.3,35.8,1514.638095,38.74285714,-19.25,-8.25,-12.849546,-0.92235475,-95.56849838,0
756,0,6,107,105,75,458.5,2.8,386.4,3.114285714,-10.0,-0.5,-47.1711425,-0.24909748,0.0,0
757,1,5,209,23,70,50.3,2.3,325.1714286,47.25714286,-10.5,1.75,11.55637803,0.05924666,0.0,0
758,1,6,110,141,75,224.3,3.5,224.3,3.5,12.0,0.0,124.7620558,-0.19076819,0.0,0
759,1,5,108,64,69,126.3,13.7,123.2095238,16.82857143,15.5,-5.25,-10.49357851,-0.45996657,0.0,0
760,1,4,110,165,44,207.7,90.3,1117.12381,220.3142857,-12.25,-20.75,-0.115773,1.09484447,0.0,0
761,1,6,110,137,75,77.8,3.8,77.8,3.8,5.75,-3.25,124.3319218,-0.84001826,0.0,0
762,0,4,105,34,81,65.3,2.7,267.9809524,12.38095238,-6.75,-1.0,-3.5421219,0.4158719,0.0,0
763,1,2,110,189,65,64.2,12.7,3099.257143,11.02857143,7.25,-3.5,4.4017238,0.21538463,0.0,0
764,1,4,134,133,74,193.0,6.3,873.4952381,584.4095238,16.25,0.5,5.4678053,0.11151262,0.0,0
765,1,3,112,133,54,40.7,26.7,40.7,26.7,8.5,6.5,5.5418742,0.95097686,0.0,0
766,0,4,114,160,67,313.7,2.2,619.2111111,5.511111111,-1.5,-1.0,3.1715256,0.14598883,0.0,0
767,1,2,110,173,15,162.5,0.7,994.5238095,546.5238095,0.0,0.25,2.9820221,-0.05243399,0.0,0
768,1,4,111,172,4,100.0,0.5,468.9238095,993.1714286,17.5,-1.25,5.0283381,0.526177074,0.0,1
769,1,4,109,197,22,843.2,10.3,877.6952381,404.4095238,27.75,0.5,7.4890893,0.54021223,0.0,0
770,0,1,114,162,68,207.3,7.5,3753.456044,44.26373626,0.5,-2.5,-2.8595719,-0.01361121,0.0,0
771,1,3,228,73,64,132.7,97.2,491.4952381,121.6666667,2.75,-2.25,4.58523711,1.12635787,0.0,0
772,0,1,114,81,77,162.7,1.7,1001.52381,6.552380952,-24.0,-1.5,-13.12761954,-0.22948232,0.0,0
773,1,2,105,173,19,162.7,1.2,2046.266667,237.4571429,-10.25,1.0,-8.4699566,-0.00187677,-77.12118378,0
774,1,3,229,118,41,9.5,1.2,665.8095238,316.7809524,1.25,-0.25,0.4555372,0.09231054,0.0,0
775,1,4,110,120,11,400.7,200.7,2008.12381,481.1238095,-14.0,-14.0,-0.9075978,-0.01001478,0.0,0
776,0,3,109,88,68,299.5,0.5,448.3809524,44.20952381,-6.25,0.0,-1.57297362,-0.02447832,0.0,0
777,0,4,133,95,73,132.2,6.5,300.1238095,9.238095238,14.75,-1.25,8.00910715,-0.22873728,0.0,0
778,1,4,238,120,83,137.7,1.0,161.0666667,3.828571429,25.25,0.0,43.66156162,0.71324775,0.0,0
779,1,1,106,133,26,1599.7,46.7,4242.780952,543.1142857,10.25,-0.25,8.6496314,0.04591931,0.0,0
780,0,2,113,83,77,498.7,8.5,1085.4,231.352381,-41.0,6.25,-19.4491563,0.11199408,0.0,0
781,1,4,127,156,63,79.7,10.8,3206.352381,552.352381,14.0,-4.5,3.403049,-0.60562319,0.0,0
782,1,1,208,185,58,427.3,8.7,1183.409524,54.02857143,5.5,-1.5,7.9632721,0.10489367,0.0,0
783,1,6,110,138,71,201.2,9.8,201.2,9.8,-0.25,-3.0,92.87521912,-0.29175247,0.0,0
784,0,3,125,131,57,21.2,10.8,1510.542857,78.26666667,-0.25,3.0,0.765,0.48334136,0.0,0
785,1,3,229,115,43,216.7,57.2,791.9238095,297.1142857,8.5,4.0,4.8941702,0.54087662,0.0,0
786,1,2,112,174,60,28.8,1.0,266.3809524,155.7428571,10.5,-1.25,9.7240205,-0.857815,0.0,0
787,1,6,104,138,72,81.2,0.5,1615.428571,95.31428571,16.0,0.0,122.1421748,-3.09e-05,0.0,0
788,1,5,106,55,76,67.3,1.0,573.8285714,13.23809524,-7.0,1.25,24.4221746,0.15796789,0.0,0
789,0,2,110,235,38,113.2,6.2,1862.952381,89.26666667,4.75,-1.0,4.3877685,0.05533153,0.0,0
790,1,3,118,74,39,89.7,67.3,418.6380952,378.9238095,-11.0,18.25,-8.80380763,2.97128341,0.0,0
791,1,4,111,211,61,373.3,4.2,992.9714286,35.38095238,14.25,-2.25,5.6753874,0.98086773,0.0,0
792,1,2,106,89,23,66.2,5.3,1816.428571,34.55238095,-14.0,-0.5,-7.90081643,-0.37531408,0.0,0
793,1,4,231,128,77,115.7,1.7,804.0952381,33.4,0.25,1.5,-63.3658276,-0.00883919,0.0,0
794,1,2,110,230,49,380.3,8.8,1370.780952,323.3142857,0.5,-4.5,-4.4942637,0.10635091,0.0,0
795,0,2,219,165,31,471.7,3.2,1566.780952,204.2666667,-44.0,-2.25,-21.8273977,-0.20309494,-116.1780845,0
796,0,1,201,187,36,243.7,176.7,379.8222222,95.21111111,15.25,-1.0,10.3781006,0.16186583,0.0,0
797,1,2,114,187,41,503.5,30.2,1386.409524,603.0952381,40.0,-9.75,16.8099394,-2.7582993,0.0,0
798,1,3,112,128,45,17.3,2.2,17.3,2.2,2.0,1.0,1.9796564,0.53282218,0.0,0
799,1,2,107,155,48,333.0,284.2,2158.52381,197.9714286,8.75,15.25,9.0435231,0.09742917,0.0,1
800,1,4,110,128,13,135.5,4.7,1526.542857,91.12380952,11.25,-0.25,3.2694054,-0.11083221,0.0,0
801,1,3,112,124,47,53.5,17.5,53.5,17.5,6.25,1.25,4.8125144,1.54590817,0.0,0
802,1,6,106,102,79,126.7,1.7,666.6222222,6.4,3.5,1.0,95.73887747,1.00271313,0.0,0
803,1,6,202,159,51,12.7,5.7,548.2095238,20.06666667,4.0,1.0,147.6713516,1.4849093,0.0,0
804,1,6,110,127,76,130.3,2.5,130.3,2.5,-0.5,2.5,96.30471702,0.10927901,0.0,0
805,1,3,205,91,74,17.7,2.3,137.7809524,18.6952381,-9.0,2.0,-8.43694676,0.10307041,0.0,0
806,1,3,108,76,58,116.8,5.3,1765.552381,380.3142857,15.75,-0.75,9.23784207,-0.80624141,0.0,0
807,1,2,207,127,18,1065.3,203.7,1293.409524,831.2666667,-21.75,-16.5,-8.3977254,-0.58862986,-59.2506181,1
808,1,1,201,130,71,67.7,9.2,447.8222222,50.05555556,-12.75,1.0,-6.525259,0.04859913,0.0,0
809,1,4,132,138,72,202.0,6.7,665.0285714,504.0666667,-1.25,-4.0,-0.9263846,0.15039167,0.0,0
810,0,3,114,24,4,40.7,14.0,38.71111111,198.1,-11.0,-3.75,-10.65315064,-0.10347726,-63.91890384,0
811,1,5,204,69,70,15.3,10.3,61.4952381,8.742857143,-6.75,-5.75,34.48691686,-1.91068983,0.0,0
812,1,3,110,112,65,38.3,16.5,359.0666667,8.857142857,7.0,0.0,2.1555511,0.14223827,0.0,0
813,1,3,211,55,71,18.8,7.3,1941.885714,59.25714286,2.0,-2.0,-0.10988406,-0.79247977,0.0,0
814,1,4,211,103,8,18.5,0.3,321.4,468.0666667,2.5,0.75,-42.3524475,-0.009210946,0.0,0
815,1,4,114,240,63,178.3,17.2,628.8444444,26.1,-19.25,-3.5,-9.137619,-2.71376635,0.0,0
816,0,4,109,80,74,100.0,1.5,164.9809524,3.352380952,7.5,-1.25,6.05335078,-0.02839357,0.0,0
817,1,4,114,270,69,134.3,18.8,725.7888889,29.56666667,19.5,3.0,11.7657434,1.65076917,0.0,0
818,1,2,108,215,65,150.5,3.7,1545.12381,22.38095238,25.0,-3.5,9.697919,0.93492765,0.0,0
819,1,2,207,141,29,203.2,51.3,632.4285714,47.02857143,2.75,6.75,1.2350098,1.85607956,0.0,0
820,1,2,110,233,53,312.5,6.8,1412.542857,330.6,7.5,-0.75,8.2240812,0.1062825,0.0,0
821,1,2,108,171,70,58.0,5.0,1675.695238,11.17142857,-6.25,-3.75,-4.3347135,0.82223167,0.0,0
822,1,2,110,141,10,2447.3,347.7,3505.877778,367.6555556,-62.0,-27.25,-6.4050573,0.145309192,-90.31130793,1
823,1,2,106,98,24,28.2,3.7,2079.12381,33.38095238,-4.75,1.0,-2.3227704,0.20670293,0.0,0
824,1,2,110,135,16,1896.3,226.8,3555.211111,200.2222222,-93.25,-29.5,-25.8722391,0.46125539,-218.2970174,1
825,1,2,110,162,69,428.8,27.0,2067.952381,17.52380952,-25.75,5.0,-4.2425474,-0.05108867,0.0,0
826,1,3,127,41,75,30.2,4.3,396.4095238,56.26666667,7.75,-1.75,5.49856401,-0.30052112,0.0,0
827,1,4,133,160,33,67.7,6.5,701.0666667,455.9809524,7.25,1.25,2.9434709,-0.11151749,0.0,1
828,1,4,107,166,17,182.2,9.2,380.2571429,16.6,-25.25,-6.5,-5.5092635,1.64724782,-53.79633771,0
829,1,2,113,41,85,1939.5,31.7,2029.095238,173.6857143,-47.5,2.25,-8.78798837,-0.10783933,0.0,0
830,1,5,102,67,58,89.7,7.3,2895.952381,10.85714286,6.0,-1.75,-4.01511984,-1.94540833,0.0,0
831,1,3,102,117,55,25.2,15.0,397.352381,120.352381,4.0,-3.75,3.420067,-1.0192538,0.0,0
832,1,3,105,132,23,250.8,2.7,413.9714286,55.4952381,-30.5,-3.5,-18.6806994,1.27505647,-107.2109705,0
833,1,4,110,117,13,77.5,1.5,281.0952381,32.23809524,-16.25,-1.25,-5.0602853,-0.00647721,-45.5425677,0
834,0,2,118,15,76,34.7,0.0,130.2095238,12.38095238,-1.0,0.0,-0.22296201,0.0,0.0,0
835,1,4,118,161,18,673.3,347.2,1217.780952,201.6952381,-1.75,-27.75,3.4888772,-2.91541222,0.0,0
836,1,3,125,128,52,439.7,40.0,1539.352381,46.92380952,42.75,-12.5,21.6933086,-4.28465331,0.0,0
837,1,4,227,103,70,90.3,1.5,1005.6,5.695238095,12.0,0.0,-131.1432571,-0.51396942,0.0,0
838,1,2,115,92,63,110.8,18.5,2030.266667,177.552381,-4.25,-3.75,-2.69022179,-1.26636044,0.0,0
839,1,3,214,125,65,99.2,1.7,652.4952381,403.4952381,-20.25,2.25,-17.3278814,1.90757738,0.0,0
840,1,3,109,115,69,33.5,1.2,519.9809524,102.9809524,-2.5,-1.5,-0.3360468,-0.20763738,0.0,0
841,1,5,108,71,70,3.7,92.3,61.63809524,86.12380952,1.0,9.5,-10.13516055,0.32894965,0.0,0
842,1,6,106,171,67,98.8,17.0,1498.544444,23.37777778,-2.0,1.25,55.6349592,-0.02452723,0.0,0
843,1,4,114,255,73,110.8,20.8,716.4,27.61111111,-6.75,9.5,-0.2023327,4.59762731,0.0,0
844,1,4,111,149,9,37.3,35.2,467.8857143,828.1238095,-0.75,-7.25,0.4572266,0.452252299,0.0,1
845,1,6,104,202,51,31.3,5.3,1301.230769,46.80769231,7.0,-3.25,41.4880652,-0.04901932,0.0,0
846,1,2,112,168,56,578.7,35.3,524.552381,190.0,1.5,-5.5,-3.0400582,-1.39036989,0.0,0
847,1,3,110,78,70,45.7,3.2,217.2380952,4.142857143,-10.25,-0.25,-7.24089818,-0.00293534,0.0,0
848,1,4,215,183,77,113.7,2.2,763.1238095,18.92380952,19.0,-2.25,-43.1375065,-0.01997771,0.0,0
849,1,1,112,104,19,237.7,13.5,2084.4,16.20952381,-23.5,1.25,-17.3041133,0.47441092,-94.71725175,0
850,0,3,109,91,68,365.8,0.7,445.352381,40.12380952,0.75,-0.25,1.20388341,-0.2080255,0.0,0
851,1,3,112,111,39,52.3,22.7,52.3,22.7,-7.0,-9.75,-4.1166183,-2.01155181,0.0,0
852,1,1,108,86,66,722.8,2.3,1907.92381,36.4,-52.0,-3.0,-17.0356296,-0.22189715,0.0,0
853,1,3,108,81,62,66.8,7.7,1501.780952,66.40952381,8.0,-1.5,4.05118345,-0.36929181,0.0,0
854,1,4,214,184,73,51.3,0.8,1511.742857,17.63809524,-1.75,0.75,30.9716569,0.07459318,0.0,0
855,1,1,111,183,33,86.2,5.8,310.9,100.3222222,10.25,3.25,7.2567215,-0.17802839,0.0,0
856,0,4,237,22,79,15.2,0.8,176.952381,3.838095238,-2.25,-0.75,-55.09085885,-0.29015467,0.0,0
857,1,4,119,191,46,72.8,0.7,391.4952381,370.8380952,-10.5,1.0,-5.8725863,0.0031582,0.0,1
858,1,4,118,175,24,104.7,9.5,577.4095238,98.98095238,18.5,-2.5,10.404127,-0.3812021,0.0,0
859,1,6,110,152,73,70.3,5.2,70.3,5.2,17.0,-1.0,133.5248802,0.03787442,0.0,0
860,1,3,108,75,56,27.7,3.0,1816.780952,192.1428571,-4.75,0.0,-2.40870359,-0.03932733,0.0,0
861,1,4,222,163,68,426.0,36.7,532.6,71.4,2.5,-1.5,-5.1401037,-1.84903389,0.0,0
862,1,1,215,244,62,361.2,12.2,1457.12381,81.74285714,19.0,0.25,16.7569534,0.96970747,0.0,0
863,1,1,112,141,63,127.7,16.0,3649.409524,32.83809524,4.75,-2.5,-0.0985948,0.1092881,0.0,0
